questionID,topicID,assignedDifficulty,modifiedDifficulty,categoryID,assignedCompletionTime,modifiedCompletionTime,question,code
"X'A6B9D5C88D2E4D5DABF4E3BB42D4FAB0'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,What does the close() method do in Java I/O?,
"X'A701A2DA26DE40BE8FBFBBA3861F7BA4'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which method in Java is used to get the size of a file?,
"X'A719DA482B97463094299CF2209C8B62'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,Implement a recursive Java function to find the GCD (Greatest Common Divisor) of two integers.,"public class GCD {
    public int findGCD(int a, int b) {
        if (b == 0)
            return a;
        else
            return findGCD(b, a % b);
    }
}"
"X'A72909757EC544DFB0ACA4FC2B7E8B81'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",40,40.00,"Which method in Java's LinkedList class is used to add an element at the specified index?",
"X'A731E0235AA74D5EBD2C364DEC3D51E7'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What does the following Java code snippet do?
try {
    // Code that may throw exceptions
}
catch (Exception e) {
    System.out.println(""An error occurred: "" + e.getMessage());
}
finally {
    System.out.println(""Finally block executed."");
}",
"X'A748EC68A7264A898643AE4C92A6C5DE'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (Exception e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'A843DF2894194A018AB43A531B9D920B'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the following Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (Exception e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'A89308FDE83C48F1AA6B214C55C1CAD0'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,"What does the term 'tail recursion' refer to?",
"X'A8ECF70D4D584D19AF0CF51D424BEC7F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,"Which method in Java's LinkedList class is used to remove the first occurrence of a specified element?",
"X'A9026D798AD24E888E794DB2BE01F9EB'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,"Consider the recursive function below. What will be the output when calling mystery(4)?

```java
public int mystery(int n) {
    if (n <= 0)
        return 1;
    else
        return n * mystery(n - 1);
}
```","public int mystery(int n) {
    if (n <= 0)
        return 1;
    else
        return n * mystery(n - 1);
}"
"X'A9280676F6FF472BAE9905F0FBF4EC94'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",90,90.00,"Evaluate the given Java code snippet. What will be the output of the function call for input ""racecar""?","public boolean isPalindrome(String s) {
    if (s.length() <= 1)
        return true;
    else
        return s.charAt(0) == s.charAt(s.length() - 1) && isPalindrome(s.substring(1, s.length() - 1));
}

System.out.println(isPalindrome(""racecar""));"
"X'AA38F4452C7843138893ACCB43B3AB7D'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,Which of the following statements about Java exceptions is true?,
"X'AB041521789146E4B1CDE19AEB722EC7'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 2); // Valid division
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'AB20CB99A5B24C55A1A84AC4E5B52252'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,Compare and contrast the performance characteristics of ArrayList and LinkedList in Java.,
"X'AB46D54205BB4A06838C9CE8284554E4'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is most suitable for managing print jobs in a printer queue?,
"X'AC56DCCCA6CD492B9688DC53D46832F7'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,Which of the following is true about recursive functions?,
"X'AC6529DF26794EF9BEC133473D3AC2AA'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",15,15.00,Which keyword is used to suppress exceptions in Java?,
"X'AC8810224E764F5FBE58BF676F810A09'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the significance of the stack in recursive function calls?,
"X'AC9AA6ECA24E4C6FBCE5C912441AA8C8'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'417786202CD94EB89655C67365551278'",45,45.00,What is the output of the following Java code?,"public class Main {
    public static void main(String[] args) {
        System.out.println(reverse(""hello""));
    }

    public static String reverse(String str) {
        if (str.isEmpty())
            return str;
        else
            return reverse(str.substring(1)) + str.charAt(0);
    }
}"
"X'AD4891393839491EA3D053544D4900C8'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Consider the following Java code snippet. What will be the output of the code?

```java
List<Integer> list = new ArrayList<>();
list.add(10);
list.add(20);
list.add(30);
list.add(40);
list.remove(Integer.valueOf(20));
System.out.println(list);
```
","List<Integer> list = new ArrayList<>();
list.add(10);
list.add(20);
list.add(30);
list.add(40);
list.remove(Integer.valueOf(20));
System.out.println(list);"
"X'AD971F97ED1B4510B66B25C4C2234411'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,"What will be the output of the following recursive function in Java when calling mystery(5)?

```java
public int mystery(int n) {
    if (n <= 0)
        return 1;
    else
        return n * mystery(n - 2);
}
```","public int mystery(int n) {
    if (n <= 0)
        return 1;
    else
        return n * mystery(n - 2);
}"
"X'ADDA6E0C7346437BB517E5F046DB70A0'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",40,40.00,Compare and contrast the usage of FileInputStream and BufferedInputStream in Java.,
"X'AE643D197B474B299B38A209C534FF41'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What is the purpose of the 'throws' keyword in Java method declarations?",
"X'AF04ECE2B11847539AA039D04369E1C5'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that defines a custom exception 'InvalidInputException' and throws it when the user enters a string longer than 10 characters.",
"X'AF71DEE183974B2EB92A219A64511029'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java program that defines a custom exception 'DataFormatException' and throws it when the format of input data is invalid.",
"X'AFD8E679FF3A4D878E63B3E08CBC7AB6'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",60,60.00,What is memoization in recursion?,
"X'B018119CB1764FE2B452F916CF89231B'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,What is the typical drawback of using recursion?,
"X'B3D2A504651543DB9BDC003F409B48C1'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Implement a recursive function in Java to find the greatest common divisor (GCD) of two integers.,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}"
"X'B3FEC63EF37545F4A6A9B5250F4CC040'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code snippet. What will be the output of the function call for input 5?,"public int gcd(int a, int b) {
    if (b == 0)
        return a;
    else
        return gcd(b, a % b);
}

System.out.println(gcd(12, 8));"
"X'B40B9926B88540258A1C6DFE354BAFA0'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",40,40.00,Which of the following is used to read bytes from an InputStream until the end of the stream is reached?,
"X'B44D42CFDF2C48F5B5D411BCFD550284'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which method in Java Stack class is used to push an element onto the stack?,
"X'B45B1623C5854E5EB9EC0EF46BA15F44'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,What is the factorial of 0?,
"X'B4643D811817456C82B83244027D89F0'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the following Java code snippet. What is the time complexity of the recursive function?,"public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}"
"X'B4E12BB1661B4958853DBF93CA9B49E3'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",35,35.00,"Which method in Java's LinkedList class is used to add an element at the end of the list?",
"X'B4F1C077A9734B88AF9FD60E03A499C0'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",40,40.00,"In a recursive function, what is the role of the call stack?",
"X'B50E114914E244939838E07C4103968D'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,Which of the following Java collections allows duplicate elements?,
"X'B51854F574154E09AE689A6949FE4A88'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",25,25.00,Which Java class is used to read and write byte data from and to a file?,
"X'B5247041D964428A8FB267B90C81A2BE'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Implement a recursive function in Java to calculate the nth Fibonacci number.,"public int fibonacci(int n) {
    if (n <= 1)
        return n;
    else
        return fibonacci(n - 1) + fibonacci(n - 2);
}"
"X'B54BA8BB06674756A635EFE977BCB153'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",30,30.00,Which Java class is used to read and write objects to an Object stream for serialization and deserialization?,
"X'B58050829B6E4F189CEE727C4992C66F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'parseInput' that takes a string as input and throws a 'InvalidFormatException' if the input cannot be parsed to an integer.",
"X'B59D366BC56643BFAF12623FA6BCAD37'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,"What is the output of the following recursive function in Java?
int gcd(int a, int b) {
  if (b == 0) {
    return a;
  }
  return gcd(b, a % b);
}
gcd(12, 18);",
"X'B5A48B478A434DF0A2FA1506FAC92873'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the significance of the base case in recursive algorithms?,
"X'B6EE6A9031BC483C8982C016D05E8CB7'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Analyze the given Java code snippet. What will happen if the input value for the recursive function is negative?,"public int factorial(int n) {
    if (n <= 1)
        return 1;
    else
        return n * factorial(n - 1);
}"
"X'B7284E27B83B409B8BB4F7ABE998F8EF'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,What is the primary advantage of using recursion?,
"X'B73A8B9553FA4FEEB67985F14554FFFC'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",80,80.00,Write a recursive Java method to find the nth term of the arithmetic sequence.,"public class ArithmeticSequence {
    public int calculateNthTerm(int firstTerm, int difference, int n) {
        if (n == 1)
            return firstTerm;
        else
            return calculateNthTerm(firstTerm + difference, difference, n - 1);
    }
}"
"X'B7672F8150FB4F339FF2DDFA96A6EDAB'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,Analyze the purpose and usage of CharArrayReader and CharArrayWriter classes in Java for handling character array streams.,
"X'B88D50251275463DA9A50D97E6C9D577'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,Evaluate the given Java code and determine the output:,"
public class ErrorHandling {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        return dividend / divisor;
    }
}
"
"X'B8935A78207244F89BDEA49EEBE12ECB'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which class in Java is used for writing binary data to streams?,
"X'B8BEC4F0811249698B33989F5A7B3878'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which keyword is used to propagate an exception up the call stack in Java?,
"X'B8C436EAF41545E1876D2DF616A04FF2'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the purpose of a base case in a recursive function?,
"X'B952EF9DCCC14C6D8AEACD60F2C1E5A7'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which Java data structure is most suitable for implementing a waiting line for a taxi service?,
"X'BA1D4B5355024B6B810EF08ADC8AF297'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",20,20.00,Which keyword is used to re-throw an exception in Java?,
"X'BC0ABE916C18462B837ECF28FA046CE5'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,Write a recursive Java function to calculate the sum of digits of a positive integer.,"public class DigitSum {
    public int calculateDigitSum(int n) {
        if (n < 10)
            return n;
        else
            return n % 10 + calculateDigitSum(n / 10);
    }
}"
"X'BC90C963119D4CF4BE76A58F9201F70A'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,"In a queue, where are new elements typically added?",
"X'BC9212810435424E9CCE873D5DABB4E2'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Which of the following data structures can be implemented efficiently using recursion?,
"X'BDF5C909856B421FB62ACEBD46C2BD73'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,Analyze the given Java code and identify the potential error:,"public class ErrorAnalysis {
    public static void main(String[] args) {
        try {
            int result = divide(10, 0); // Division by zero
            System.out.println(""Result: "" + result);
        } catch (ArithmeticException e) {
            System.out.println(""Error: Division by zero"");
        }
    }

    public static int divide(int dividend, int divisor) {
        try {
            return dividend / divisor;
        } finally {
            System.out.println(""Finally block executed"");
        }
    }
}"
"X'BDFD7D7BECD946908865C6B23B1E3700'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",30,30.00,Which of the following statements about recursion in Java is true?,
"X'BE0B25A7317245BFB360D31F937F0E81'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'checkInput' that takes an integer as input and throws a 'NegativeNumberException' if the input is negative.",
"X'BE309A9517A643A9BEF179A48AE2ACA4'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to check if an ArrayList named 'list' contains a specified element.",boolean containsElement = list.contains(element);
"X'BE354C7857C44253B027B45B5BADC41F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",50,50.00,Discuss the characteristics and usage of a Queue in Java.,
"X'BF71193B6A684839A261908A74EC8D6E'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,Which of the following statements is true regarding checked and unchecked exceptions in Java?,
"X'BFEE08E56F2A4DDDA85DCAFE156898EF'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",90,90.00,Analyze the given Java code snippet. What is the time complexity of the recursive function?,"public int factorial(int n) {
    if (n <= 1)
        return 1;
    else
        return n * factorial(n - 1);
}"
"X'C0EA96E70FFF48AEBA66E0A58D87471D'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'C3122318A52B4221B00942A1AECBC657'",30,30.00,Which of the following scenarios is best suited for using recursion?,
"X'C0FB252E4E534AF096BA4F0FBE387798'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",40,40.00,Which Java collection class allows elements to be accessed based on their insertion order?,
"X'C11082CA619142AB81F48273099588DC'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'417786202CD94EB89655C67365551278'",60,60.00,"Write a Java code snippet to remove an element from the top of a stack named 'stack'.",stack.pop();
"X'C13F83A846794B2189ED761069706B9F'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,"What is the purpose of the 'finally' block in Java exception handling?",
"X'C1DC386B2C6C4677A1D5A7C8393A1E19'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",45,45.00,"Which method in Java's LinkedList class is used to add an element at the beginning of the list?",
"X'C20717071ED94868AA0F9788070EA0CA'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,"In Java, what is an unchecked exception?",
"X'C22980271C504D92BB7518D5FB3DE646'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",60,60.00,What is the primary advantage of using recursion over iteration in certain problems?,
"X'C247B771166548BD8CA97A44C53AF8B7'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Analyzing Java code, identify the potential error and suggest a correction:","public class ErrorAnalysis {
    public static void main(String[] args) {
        try {
            int[] arr = new int[5];
            arr[5] = 10; // ArrayIndexOutOfBoundsException
        } catch (Exception e) {
            System.out.println(""Exception occurred: "" + e.getMessage());
        }
    }
}"
"X'C392A4D429A140D3AF9FBB4DCCC211AD'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,"What happens if an exception occurs in the 'try' block and is not caught by any 'catch' block in Java?",
"X'C3A50CD3D2904245BA0D3C59C44B8077'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",45,45.00,Which of the following is NOT a valid implementation of a queue in Java?,
"X'C412AAC477CC4317A8DB120CCEC7209B'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,Create a Java program that handles ArrayIndexOutOfBoundsException by providing an appropriate error message and gracefully terminating.,
"X'C4874CB27A3649B095AABE6DEE805153'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",35,35.00,Which keyword is used to catch exceptions in Java?,
"X'C4AADAE5C59E46A7B57BB1EA55661998'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",45,45.00,Critically evaluate the usage of InputStreamReader and OutputStreamWriter classes in Java for handling character streams.,
"X'C69C61BE04834FDCAAC09774E774A653'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'417786202CD94EB89655C67365551278'",30,30.00,"Which Java class is used to read text from a character-input stream, buffering characters so as to provide for the efficient reading of characters, arrays, and lines?",
"X'C6A048F3BF8B468E8BDA8242413E108C'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",90,90.00,"What is the output of the following recursive function in Java?
int sum(int n) {
  if (n <= 0) {
    return 0;
  }
  return n + sum(n - 1);
}
sum(4);",
"X'C6CCE9CE72B747D29F33798D699D27EB'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'validateAge' that takes an integer as input and throws an 'InvalidAgeException' if the age is negative.",
"X'C7106F9B025A4E628A6595633D7F2CC2'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,What is the base case of recursion?,
"X'C743664871F74C03972CBB547CC1D79F'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Which Java interface provides a standard stack behavior?,
"X'C7FBE34023D34838BEC90EBC9B2DF919'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which method in Java is used to delete a file?,
"X'C8082A5EC6474F259B2B654039232EFD'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",35,35.00,"What is the purpose of the 'size()' method in Java collections?",
"X'C85C4621113642F9A1E870E30BF7421C'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What will happen if a recursive function lacks a base case?,
"X'C8D419CE51644B308C0F657A7DE6A698'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'C3122318A52B4221B00942A1AECBC657'",50,50.00,Evaluate the advantages and disadvantages of using ByteArrayOutputStream and DataOutputStream classes in Java for handling output streams.,
"X'C94DD576BE6A470ABB5495DE3C0A28FA'","X'7F4746DF0A7041C1B72BC3FDF3B69F9A'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What are the key characteristics of a stack in Java?,
"X'C954201FC9B24291B032CBC6B9DF68CD'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,What is the primary role of the stack in recursive function calls?,
"X'C99705DC23554D6099290298AC74E001'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",1,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",30,30.00,Which class in Java is used to create a new directory?,
"X'C9D664EAA4564952B17AA748ED51B6FF'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What happens if an exception is thrown in the 'catch' block of a Java try-catch statement?",
"X'CC940FDC7CFD4014AB38795A0776DC46'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",1,10.00,"X'1A1BBFFC6FEF44E1BBB98DC0726C2018'",90,90.00,"Create a Java method named 'validateEmail' that takes an email address as input and throws an 'InvalidEmailException' if the email format is incorrect.",
"X'CDE79713CA2D455A88F8A4748B96AB05'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",60,60.00,Which of the following is NOT a standard Java exception?,
"X'CE29312559F6409BBBB782E7431D1F37'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",45,45.00,Which of the following statements about tail recursion is true?,
"X'CE9DC6BD442A451DA61A3761DAFE7A25'","X'1B9D1CC8B6A54CD7AEB11C961B9300BB'",0,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,"What happens if you catch an exception but don't handle it?",
"X'CF40212F7842463AB6AF2CE8C96CA73C'","X'AC2FB39A11DC4A7CB7831C5921A20E46'",0,10.00,"X'8C2B51FD6B3A4D7A8FC2B0A071055062'",25,25.00,Which method is used to close a file in Java?,
"X'CF516B1FC9BF4D37A5E60C4A012A4AA3'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'417786202CD94EB89655C67365551278'",70,70.00,Implement a recursive Java method to check if a given number is prime.,"public class PrimeChecker {
    public boolean isPrime(int num, int divisor) {
        if (divisor <= 1)
            return true;
        else if (num % divisor == 0)
            return false;
        else
            return isPrime(num, divisor - 1);
    }
}"
"X'CFFFF026F1314FB9AB87DBB21FF74A7B'","X'E990EEBA5D434251A2CED1C43C294048'",1,10.00,"X'9CD2D9F7B6B746B6948B66EBB6B71486'",90,90.00,What does tail recursion optimize?,
"X'D09FA6989E3948F8B0018191ECDA847B'","X'E990EEBA5D434251A2CED1C43C294048'",0,10.00,"X'8EE7AE7D88B1405DA29123F10E8CDCAB'",60,60.00,"Consider the following recursive function in Java. What will be the output when calling mystery(4)?

```java
public int mystery(int n) {
    if (n <= 0)
        return 1;
    else
        return n * mystery(n - 1);
}
```","public int mystery(int n) {
    if (n <= 0)
        return 1;
    else
        return n * mystery(n - 1);
}"
